m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum,country,place
5,1,18.9,23.1,28.6,6.2,10.0,0.95,25.0,indonesië,bandung
5,2,18.8,23.0,28.5,6.6,10.0,0.98,32.0,indonesië,bandung
5,3,18.4,22.8,28.5,6.3,10.0,0.89,54.0,indonesië,bandung
6,1,17.8,22.7,28.5,6.2,9.0,0.88,29.0,indonesië,bandung
6,2,18.0,22.1,27.6,6.1,10.0,0.95,45.0,indonesië,bandung
6,3,17.9,22.1,28.0,7.3,8.0,0.78,19.0,indonesië,bandung
7,1,17.8,22.1,27.8,7.3,8.0,0.8,23.0,indonesië,bandung
7,2,16.4,22.0,27.8,8.2,6.0,0.55,5.0,indonesië,bandung
7,3,16.9,22.1,28.2,8.0,7.0,0.61,8.0,indonesië,bandung
8,1,17.0,22.3,28.7,8.1,7.0,0.68,11.0,indonesië,bandung
8,2,17.2,22.7,29.1,9.0,5.0,0.53,6.0,indonesië,bandung
8,3,17.4,22.6,29.0,8.5,8.0,0.71,15.0,indonesië,bandung
9,1,17.8,22.6,29.0,8.4,7.0,0.7,42.0,indonesië,bandung
9,2,17.7,22.5,28.6,9.5,7.0,0.73,25.0,indonesië,bandung
9,3,18.2,23.0,29.1,8.1,8.0,0.75,36.0,indonesië,bandung
10,1,18.1,23.1,29.2,7.3,9.0,0.93,38.0,indonesië,bandung
10,2,18.3,23.5,29.9,7.8,8.0,0.75,27.0,indonesië,bandung
10,3,18.3,23.2,29.2,7.2,9.0,0.84,33.0,indonesië,bandung
11,1,18.7,22.4,28.2,6.2,10.0,0.98,106.0,indonesië,bandung
11,2,19.0,22.6,28.3,5.9,10.0,0.98,89.0,indonesië,bandung
11,3,19.3,22.7,28.6,6.4,9.0,0.9,98.0,indonesië,bandung
12,1,19.3,22.5,27.7,7.0,10.0,1.0,71.0,indonesië,bandung
12,2,18.6,22.8,28.3,6.5,10.0,0.98,39.0,indonesië,bandung
12,3,19.4,22.5,27.1,7.4,10.0,0.93,66.0,indonesië,bandung
1,1,25.2,27.9,30.7,13.3,10.0,1.0,72.0,indonesië,denpasar
1,2,25.5,28.1,30.7,13.8,9.0,0.93,35.0,indonesië,denpasar
1,3,25.4,28.2,30.9,16.4,11.0,0.98,93.0,indonesië,denpasar
2,1,25.0,28.1,30.7,11.8,10.0,0.95,89.0,indonesië,denpasar
2,2,25.3,28.3,31.1,9.9,10.0,1.0,92.0,indonesië,denpasar
2,3,25.2,28.1,31.0,12.0,9.0,1.0,83.0,indonesië,denpasar
3,1,25.2,28.1,31.2,10.1,10.0,1.0,95.0,indonesië,denpasar
3,2,25.1,28.2,31.4,9.0,9.0,0.85,23.0,indonesië,denpasar
3,3,25.4,28.5,31.3,7.6,10.0,0.88,27.0,indonesië,denpasar
4,1,25.3,28.4,31.2,8.3,10.0,1.0,59.0,indonesië,denpasar
4,2,25.5,28.6,31.4,8.9,9.0,0.9,42.0,indonesië,denpasar
4,3,25.4,28.6,31.0,10.7,9.0,0.9,36.0,indonesië,denpasar
5,1,25.7,28.4,30.9,11.3,8.0,0.8,29.0,indonesië,denpasar
5,2,25.7,28.1,30.4,12.4,7.0,0.65,14.0,indonesië,denpasar
5,3,25.4,27.7,30.3,10.7,10.0,0.88,9.0,indonesië,denpasar
6,1,25.3,27.5,30.3,12.4,9.0,0.93,33.0,indonesië,denpasar
6,2,24.9,27.5,29.9,12.4,7.0,0.74,10.0,indonesië,denpasar
6,3,24.8,27.2,29.5,13.0,9.0,0.87,20.0,indonesië,denpasar
7,1,25.0,26.9,29.3,14.2,10.0,1.0,25.0,indonesië,denpasar
7,2,24.6,26.7,29.1,14.3,8.0,0.8,13.0,indonesië,denpasar
7,3,24.3,26.5,29.1,13.8,8.0,0.76,7.0,indonesië,denpasar
8,1,24.1,26.4,29.1,12.7,8.0,0.78,9.0,indonesië,denpasar
8,2,24.6,26.8,29.2,13.8,6.0,0.64,8.0,indonesië,denpasar
8,3,24.5,26.6,29.2,13.5,10.0,0.94,12.0,indonesië,denpasar
9,1,24.8,26.8,29.8,12.2,9.0,0.88,11.0,indonesië,denpasar
9,2,24.3,26.8,29.9,12.0,8.0,0.84,16.0,indonesië,denpasar
9,3,24.7,27.5,30.5,11.2,6.0,0.64,7.0,indonesië,denpasar
10,1,24.9,27.6,30.6,10.4,9.0,0.9,16.0,indonesië,denpasar
10,2,25.2,27.9,31.2,9.5,9.0,0.87,6.0,indonesië,denpasar
10,3,25.1,27.9,31.4,8.7,7.0,0.64,9.0,indonesië,denpasar
11,1,25.5,28.3,31.6,8.6,8.0,0.77,12.0,indonesië,denpasar
11,2,25.8,28.6,31.7,8.5,10.0,0.97,16.0,indonesië,denpasar
11,3,25.5,27.9,31.2,8.4,10.0,0.97,29.0,indonesië,denpasar
12,1,25.5,28.3,31.0,9.5,9.0,0.94,23.0,indonesië,denpasar
12,2,25.6,28.3,31.1,11.4,8.0,0.78,31.0,indonesië,denpasar
12,3,25.4,28.3,31.1,13.2,10.0,0.91,94.0,indonesië,denpasar
1,1,20.5,25.9,29.7,6.1,10.0,1.0,84.0,indonesië,flores
1,2,20.3,25.9,29.5,8.3,10.0,1.0,74.0,indonesië,flores
1,3,20.0,25.5,29.4,8.1,11.0,0.97,96.0,indonesië,flores
2,1,19.8,25.1,28.8,7.5,10.0,1.0,107.0,indonesië,flores
2,2,19.7,25.4,30.0,6.1,10.0,1.0,90.0,indonesië,flores
2,3,19.4,25.1,28.6,8.9,9.0,1.0,89.0,indonesië,flores
3,1,19.6,25.6,29.8,6.0,10.0,0.97,100.0,indonesië,flores
3,2,20.0,25.7,30.4,5.4,10.0,1.0,81.0,indonesië,flores
3,3,19.6,25.7,30.5,4.8,11.0,1.0,68.0,indonesië,flores
4,1,19.7,25.6,30.2,5.2,10.0,1.0,66.0,indonesië,flores
4,2,20.1,25.6,30.5,5.7,10.0,1.0,45.0,indonesië,flores
4,3,20.4,26.1,30.8,5.8,9.0,0.93,30.0,indonesië,flores
5,1,20.6,26.0,30.8,6.7,10.0,1.0,20.0,indonesië,flores
5,2,19.9,25.7,30.4,6.7,9.0,0.87,14.0,indonesië,flores
5,3,20.0,25.4,30.7,6.1,10.0,0.94,20.0,indonesië,flores
6,1,19.6,25.4,30.1,5.7,10.0,0.97,29.0,indonesië,flores
6,2,18.5,25.0,30.2,6.3,8.0,0.8,10.0,indonesië,flores
6,3,19.3,25.2,30.2,6.7,10.0,0.97,29.0,indonesië,flores
7,1,19.1,24.9,29.3,6.3,8.0,0.83,32.0,indonesië,flores
7,2,18.5,24.2,29.5,7.5,7.0,0.7,6.0,indonesië,flores
7,3,18.1,24.3,29.9,6.5,9.0,0.8,18.0,indonesië,flores
8,1,18.4,24.5,30.8,6.3,9.0,0.85,16.0,indonesië,flores
8,2,18.6,24.4,30.3,6.3,9.0,0.88,26.0,indonesië,flores
8,3,18.7,24.5,31.2,6.9,10.0,0.9,16.0,indonesië,flores
9,1,19.1,25.1,31.8,6.6,9.0,0.88,15.0,indonesië,flores
9,2,19.2,25.4,31.7,7.3,10.0,0.98,16.0,indonesië,flores
9,3,19.5,25.8,32.8,6.4,9.0,0.85,12.0,indonesië,flores
10,1,20.0,26.0,32.6,6.4,10.0,0.98,18.0,indonesië,flores
10,2,19.9,26.4,32.7,6.5,9.0,0.93,18.0,indonesië,flores
10,3,20.2,26.7,33.0,5.8,11.0,0.98,27.0,indonesië,flores
11,1,20.4,26.6,31.8,5.2,10.0,0.98,38.0,indonesië,flores
11,2,19.7,26.2,31.5,4.8,10.0,1.0,65.0,indonesië,flores
11,3,19.6,26.0,31.0,5.3,10.0,1.0,59.0,indonesië,flores
12,1,20.0,25.9,31.0,5.4,10.0,0.98,72.0,indonesië,flores
12,2,20.2,26.1,31.0,6.3,10.0,1.0,44.0,indonesië,flores
12,3,20.3,26.1,30.2,7.2,11.0,0.98,85.0,indonesië,flores
1,1,25.0,28.4,31.9,8.6,10.0,0.96,68.0,indonesië,jakarta
1,2,25.1,28.1,31.3,9.9,10.0,0.98,83.0,indonesië,jakarta
1,3,25.0,27.8,30.5,9.1,11.0,1.0,83.0,indonesië,jakarta
2,1,24.5,27.7,30.8,8.2,10.0,0.98,103.0,indonesië,jakarta
2,2,25.0,27.7,30.8,7.7,10.0,1.0,78.0,indonesië,jakarta
2,3,25.1,28.0,31.4,8.2,9.0,0.97,96.0,indonesië,jakarta
3,1,25.0,28.2,31.5,8.3,10.0,1.0,72.0,indonesië,jakarta
3,2,25.2,28.4,31.6,7.5,10.0,0.95,59.0,indonesië,jakarta
3,3,25.3,28.4,32.5,7.0,11.0,0.95,66.0,indonesië,jakarta
4,1,25.5,28.9,32.5,6.9,9.0,0.9,54.0,indonesië,jakarta
4,2,25.7,29.2,32.8,6.4,10.0,1.0,67.0,indonesië,jakarta
4,3,25.8,29.2,33.0,6.5,10.0,0.98,53.0,indonesië,jakarta
5,1,26.3,29.6,33.3,6.3,10.0,1.0,46.0,indonesië,jakarta
5,2,26.3,29.8,33.6,7.2,10.0,0.98,32.0,indonesië,jakarta
5,3,26.2,29.7,33.3,6.4,11.0,1.0,35.0,indonesië,jakarta
6,1,25.9,29.5,33.1,6.0,10.0,0.95,39.0,indonesië,jakarta
6,2,25.6,29.1,32.8,6.7,9.0,0.93,56.0,indonesië,jakarta
6,3,25.4,29.0,32.7,7.0,9.0,0.88,38.0,indonesië,jakarta
7,1,25.2,28.8,32.5,7.3,9.0,0.93,36.0,indonesië,jakarta
7,2,25.0,28.9,32.6,7.5,6.0,0.57,7.0,indonesië,jakarta
7,3,25.6,29.0,32.8,7.1,6.0,0.52,8.0,indonesië,jakarta
8,1,25.3,28.9,32.6,7.6,8.0,0.78,14.0,indonesië,jakarta
8,2,25.6,29.1,32.8,7.7,6.0,0.55,6.0,indonesië,jakarta
8,3,26.0,29.1,32.8,7.3,8.0,0.77,12.0,indonesië,jakarta
9,1,25.7,29.1,33.0,7.0,7.0,0.74,34.0,indonesië,jakarta
9,2,25.7,29.3,33.0,7.3,7.0,0.68,20.0,indonesië,jakarta
9,3,25.6,29.5,33.0,7.3,8.0,0.78,29.0,indonesië,jakarta
10,1,26.1,29.5,33.3,6.8,9.0,0.93,25.0,indonesië,jakarta
10,2,26.0,29.6,33.0,7.0,9.0,0.85,33.0,indonesië,jakarta
10,3,26.0,29.5,33.2,6.8,10.0,0.91,35.0,indonesië,jakarta
11,1,25.6,28.9,32.7,6.0,10.0,0.98,76.0,indonesië,jakarta
11,2,25.8,29.2,33.2,6.8,10.0,0.95,73.0,indonesië,jakarta
11,3,25.5,28.7,32.8,6.9,10.0,0.95,56.0,indonesië,jakarta
12,1,25.4,28.3,31.9,7.5,10.0,0.98,84.0,indonesië,jakarta
12,2,25.8,29.0,32.7,8.4,9.0,0.93,70.0,indonesië,jakarta
12,3,25.1,28.4,31.6,9.1,11.0,0.95,99.0,indonesië,jakarta
1,1,23.9,27.1,30.6,7.3,10.0,0.98,95.0,indonesië,lombok
1,2,24.0,27.1,31.3,8.5,9.0,0.92,93.0,indonesië,lombok
1,3,24.0,26.9,31.1,10.0,11.0,0.98,88.0,indonesië,lombok
2,1,23.9,27.1,31.1,8.4,10.0,0.98,82.0,indonesië,lombok
2,2,23.8,27.0,31.5,7.3,10.0,1.0,81.0,indonesië,lombok
2,3,24.0,27.3,31.6,7.1,9.0,1.0,95.0,indonesië,lombok
3,1,23.9,27.1,31.5,6.5,10.0,1.0,111.0,indonesië,lombok
3,2,23.8,27.1,32.0,5.7,10.0,0.98,65.0,indonesië,lombok
3,3,24.0,27.4,32.3,5.7,11.0,0.98,90.0,indonesië,lombok
4,1,24.0,27.2,31.6,5.1,9.0,0.93,58.0,indonesië,lombok
4,2,24.0,27.4,32.1,5.5,10.0,1.0,37.0,indonesië,lombok
4,3,23.5,27.5,32.1,6.3,9.0,0.9,29.0,indonesië,lombok
5,1,23.5,27.4,32.0,7.7,9.0,0.88,19.0,indonesië,lombok
5,2,22.8,27.1,31.5,9.5,7.0,0.65,5.0,indonesië,lombok
5,3,23.2,26.9,31.7,7.0,9.0,0.77,12.0,indonesië,lombok
6,1,23.0,26.6,31.5,8.2,9.0,0.88,20.0,indonesië,lombok
6,2,22.3,26.2,31.0,8.5,7.0,0.68,12.0,indonesië,lombok
6,3,21.8,26.0,30.6,10.1,6.0,0.63,10.0,indonesië,lombok
7,1,21.5,25.8,30.1,10.9,8.0,0.78,17.0,indonesië,lombok
7,2,21.0,25.2,29.6,11.6,5.0,0.45,3.0,indonesië,lombok
7,3,21.0,25.3,29.8,10.2,6.0,0.52,6.0,indonesië,lombok
8,1,21.1,25.5,30.0,9.9,6.0,0.63,5.0,indonesië,lombok
8,2,21.9,25.8,30.2,10.7,5.0,0.5,6.0,indonesië,lombok
8,3,21.5,25.8,30.5,11.9,6.0,0.56,4.0,indonesië,lombok
9,1,22.3,26.3,30.6,11.6,7.0,0.72,10.0,indonesië,lombok
9,2,22.3,26.4,31.4,11.0,7.0,0.65,7.0,indonesië,lombok
9,3,23.0,27.1,32.1,11.3,6.0,0.55,13.0,indonesië,lombok
10,1,23.5,27.3,32.1,11.2,8.0,0.78,14.0,indonesië,lombok
10,2,23.5,27.6,32.5,10.3,6.0,0.6,21.0,indonesië,lombok
10,3,23.7,27.7,32.7,8.4,9.0,0.8,24.0,indonesië,lombok
11,1,24.2,28.0,32.5,7.6,9.0,0.9,60.0,indonesië,lombok
11,2,24.5,27.9,32.9,7.0,10.0,1.0,69.0,indonesië,lombok
11,3,24.5,27.4,31.9,6.0,10.0,1.0,110.0,indonesië,lombok
12,1,24.5,27.4,31.7,6.5,10.0,1.0,92.0,indonesië,lombok
12,2,24.5,27.4,31.7,6.7,9.0,0.88,69.0,indonesië,lombok
12,3,24.3,27.2,31.4,7.5,10.0,0.91,90.0,indonesië,lombok
1,1,23.9,26.5,30.7,7.2,10.0,0.98,159.0,indonesië,makassar
1,2,24.0,26.4,30.2,7.6,10.0,0.96,256.0,indonesië,makassar
1,3,23.8,26.5,31.1,7.5,11.0,0.98,195.0,indonesië,makassar
2,1,23.6,26.4,30.9,7.2,10.0,0.96,152.0,indonesië,makassar
2,2,23.8,26.4,31.0,7.0,10.0,0.96,179.0,indonesië,makassar
2,3,23.5,26.6,31.5,6.7,9.0,0.97,143.0,indonesië,makassar
3,1,23.9,26.5,31.1,6.9,10.0,0.96,138.0,indonesië,makassar
3,2,24.0,27.0,31.9,7.0,10.0,0.98,101.0,indonesië,makassar
3,3,23.7,27.0,31.8,6.7,11.0,1.0,120.0,indonesië,makassar
4,1,23.8,26.8,32.1,6.8,10.0,0.95,79.0,indonesië,makassar
4,2,24.3,27.5,32.6,6.4,10.0,0.98,81.0,indonesië,makassar
4,3,24.0,27.5,33.0,6.3,10.0,1.0,55.0,indonesië,makassar
5,1,24.0,27.5,33.0,6.2,10.0,0.98,60.0,indonesië,makassar
5,2,24.3,27.8,33.1,6.0,10.0,1.0,49.0,indonesië,makassar
5,3,24.0,27.6,33.1,5.9,10.0,0.88,37.0,indonesië,makassar
6,1,23.7,27.2,33.0,5.9,8.0,0.84,42.0,indonesië,makassar
6,2,23.5,26.8,32.5,5.9,9.0,0.89,62.0,indonesië,makassar
6,3,22.9,26.6,32.3,5.6,9.0,0.94,47.0,indonesië,makassar
7,1,23.1,26.5,32.0,5.8,9.0,0.91,66.0,indonesië,makassar
7,2,22.6,26.8,32.8,6.2,7.0,0.69,21.0,indonesië,makassar
7,3,21.4,26.6,32.9,6.6,7.0,0.66,22.0,indonesië,makassar
8,1,21.9,27.0,33.3,7.1,7.0,0.67,20.0,indonesië,makassar
8,2,21.9,27.3,33.9,7.5,5.0,0.49,13.0,indonesië,makassar
8,3,22.0,27.5,34.1,7.8,7.0,0.64,29.0,indonesië,makassar
9,1,22.7,27.6,33.9,7.6,7.0,0.65,15.0,indonesië,makassar
9,2,21.9,27.7,34.2,8.0,6.0,0.6,12.0,indonesië,makassar
9,3,22.4,28.1,34.3,7.7,7.0,0.68,12.0,indonesië,makassar
10,1,22.7,28.2,34.5,7.6,7.0,0.73,21.0,indonesië,makassar
10,2,23.3,27.9,33.9,7.2,9.0,0.88,37.0,indonesië,makassar
10,3,23.3,27.7,34.2,7.4,9.0,0.77,30.0,indonesië,makassar
11,1,23.5,27.2,33.2,6.6,9.0,0.93,72.0,indonesië,makassar
11,2,23.8,27.4,33.0,6.8,10.0,0.95,101.0,indonesië,makassar
11,3,24.1,27.3,32.5,7.1,10.0,0.98,111.0,indonesië,makassar
12,1,24.0,27.0,31.6,6.7,10.0,0.98,145.0,indonesië,makassar
12,2,24.2,26.4,31.0,6.8,10.0,0.98,122.0,indonesië,makassar
12,3,23.7,26.5,30.4,7.4,10.0,0.92,201.0,indonesië,makassar
1,1,23.8,26.7,30.9,9.5,10.0,0.98,81.0,indonesië,medan
1,2,23.5,26.8,30.9,9.2,10.0,0.98,60.0,indonesië,medan
1,3,23.5,26.9,30.9,9.0,11.0,0.96,61.0,indonesië,medan
2,1,23.7,27.3,31.5,9.1,10.0,0.98,37.0,indonesië,medan
2,2,23.6,27.3,31.7,8.8,10.0,0.98,38.0,indonesië,medan
2,3,24.0,27.4,31.7,9.1,9.0,1.0,20.0,indonesië,medan
3,1,24.3,27.6,32.1,9.6,10.0,1.0,47.0,indonesië,medan
3,2,23.8,27.9,32.3,10.1,9.0,0.85,28.0,indonesië,medan
3,3,24.2,27.9,32.7,9.5,11.0,0.98,63.0,indonesië,medan
4,1,24.4,27.8,32.4,9.5,10.0,0.95,43.0,indonesië,medan
4,2,24.5,28.2,33.1,9.1,10.0,1.0,48.0,indonesië,medan
4,3,24.5,28.1,32.7,8.7,10.0,1.0,67.0,indonesië,medan
5,1,24.8,28.2,32.7,8.5,10.0,0.98,70.0,indonesië,medan
5,2,24.6,28.1,32.6,8.9,10.0,0.95,68.0,indonesië,medan
5,3,24.5,28.1,32.4,8.4,10.0,0.91,48.0,indonesië,medan
6,1,24.5,27.9,32.2,8.4,10.0,0.95,37.0,indonesië,medan
6,2,24.2,27.9,32.1,8.6,10.0,0.95,55.0,indonesië,medan
6,3,23.9,27.4,32.0,8.9,9.0,0.9,87.0,indonesië,medan
7,1,23.9,27.6,32.0,8.8,10.0,0.95,59.0,indonesië,medan
7,2,24.0,27.8,32.1,8.6,8.0,0.83,27.0,indonesië,medan
7,3,24.1,27.6,32.5,9.4,9.0,0.84,39.0,indonesië,medan
8,1,24.2,27.6,32.1,9.1,9.0,0.88,61.0,indonesië,medan
8,2,23.8,27.3,31.8,9.1,10.0,1.0,103.0,indonesië,medan
8,3,23.6,27.1,31.7,9.1,11.0,0.98,81.0,indonesië,medan
9,1,23.6,27.2,31.7,8.7,10.0,0.95,47.0,indonesië,medan
9,2,23.6,27.1,31.4,8.9,10.0,1.0,95.0,indonesië,medan
9,3,23.8,27.2,31.3,9.0,10.0,1.0,98.0,indonesië,medan
10,1,24.0,27.1,31.2,8.4,9.0,0.94,110.0,indonesië,medan
10,2,23.8,27.0,31.2,8.3,9.0,0.9,132.0,indonesië,medan
10,3,23.8,27.2,31.1,8.5,11.0,1.0,95.0,indonesië,medan
11,1,24.2,26.9,30.8,9.1,10.0,1.0,122.0,indonesië,medan
11,2,24.1,27.1,30.7,8.6,10.0,1.0,117.0,indonesië,medan
11,3,24.2,26.9,31.0,9.4,10.0,0.98,145.0,indonesië,medan
12,1,24.0,26.6,30.4,9.5,10.0,0.98,107.0,indonesië,medan
12,2,24.0,26.5,30.3,9.4,10.0,1.0,130.0,indonesië,medan
12,3,23.7,26.9,31.0,9.1,11.0,0.95,86.0,indonesië,medan
1,1,25.2,27.9,30.7,13.3,10.0,1.0,72.0,indonesië,sanur
1,2,25.5,28.1,30.7,13.8,9.0,0.93,35.0,indonesië,sanur
1,3,25.4,28.2,30.9,16.4,11.0,0.98,93.0,indonesië,sanur
2,1,25.0,28.1,30.7,11.8,10.0,0.95,89.0,indonesië,sanur
2,2,25.3,28.3,31.1,9.9,10.0,1.0,92.0,indonesië,sanur
2,3,25.2,28.1,31.0,12.0,9.0,1.0,83.0,indonesië,sanur
3,1,25.2,28.1,31.2,10.1,10.0,1.0,95.0,indonesië,sanur
3,2,25.1,28.2,31.4,9.0,9.0,0.85,23.0,indonesië,sanur
3,3,25.4,28.5,31.3,7.6,10.0,0.88,27.0,indonesië,sanur
4,1,25.3,28.4,31.2,8.3,10.0,1.0,59.0,indonesië,sanur
4,2,25.5,28.6,31.4,8.9,9.0,0.9,42.0,indonesië,sanur
4,3,25.4,28.6,31.0,10.7,9.0,0.9,36.0,indonesië,sanur
5,1,25.7,28.4,30.9,11.3,8.0,0.8,29.0,indonesië,sanur
5,2,25.7,28.1,30.4,12.4,7.0,0.65,14.0,indonesië,sanur
5,3,25.4,27.7,30.3,10.7,10.0,0.88,9.0,indonesië,sanur
6,1,25.3,27.5,30.3,12.4,9.0,0.93,33.0,indonesië,sanur
6,2,24.9,27.5,29.9,12.4,7.0,0.74,10.0,indonesië,sanur
6,3,24.8,27.2,29.5,13.0,9.0,0.87,20.0,indonesië,sanur
7,1,25.0,26.9,29.3,14.2,10.0,1.0,25.0,indonesië,sanur
7,2,24.6,26.7,29.1,14.3,8.0,0.8,13.0,indonesië,sanur
7,3,24.3,26.5,29.1,13.8,8.0,0.76,7.0,indonesië,sanur
8,1,24.1,26.4,29.1,12.7,8.0,0.78,9.0,indonesië,sanur
8,2,24.6,26.8,29.2,13.8,6.0,0.64,8.0,indonesië,sanur
8,3,24.5,26.6,29.2,13.5,10.0,0.94,12.0,indonesië,sanur
9,1,24.8,26.8,29.8,12.2,9.0,0.88,11.0,indonesië,sanur
9,2,24.3,26.8,29.9,12.0,8.0,0.84,16.0,indonesië,sanur
9,3,24.7,27.5,30.5,11.2,6.0,0.64,7.0,indonesië,sanur
10,1,24.9,27.6,30.6,10.4,9.0,0.9,16.0,indonesië,sanur
10,2,25.2,27.9,31.2,9.5,9.0,0.87,6.0,indonesië,sanur
10,3,25.1,27.9,31.4,8.7,7.0,0.64,9.0,indonesië,sanur
11,1,25.5,28.3,31.6,8.6,8.0,0.77,12.0,indonesië,sanur
11,2,25.8,28.6,31.7,8.5,10.0,0.97,16.0,indonesië,sanur
11,3,25.5,27.9,31.2,8.4,10.0,0.97,29.0,indonesië,sanur
12,1,25.5,28.3,31.0,9.5,9.0,0.94,23.0,indonesië,sanur
12,2,25.6,28.3,31.1,11.4,8.0,0.78,31.0,indonesië,sanur
12,3,25.4,28.3,31.1,13.2,10.0,0.91,94.0,indonesië,sanur
1,1,25.2,27.9,30.7,13.3,10.0,1.0,72.0,indonesië,ubud
1,2,25.5,28.1,30.7,13.8,9.0,0.93,35.0,indonesië,ubud
1,3,25.4,28.2,30.9,16.4,11.0,0.98,93.0,indonesië,ubud
2,1,25.0,28.1,30.7,11.8,10.0,0.95,89.0,indonesië,ubud
2,2,25.3,28.3,31.1,9.9,10.0,1.0,92.0,indonesië,ubud
2,3,25.2,28.1,31.0,12.0,9.0,1.0,83.0,indonesië,ubud
3,1,25.2,28.1,31.2,10.1,10.0,1.0,95.0,indonesië,ubud
3,2,25.1,28.2,31.4,9.0,9.0,0.85,23.0,indonesië,ubud
3,3,25.4,28.5,31.3,7.6,10.0,0.88,27.0,indonesië,ubud
4,1,25.3,28.4,31.2,8.3,10.0,1.0,59.0,indonesië,ubud
4,2,25.5,28.6,31.4,8.9,9.0,0.9,42.0,indonesië,ubud
4,3,25.4,28.6,31.0,10.7,9.0,0.9,36.0,indonesië,ubud
5,1,25.7,28.4,30.9,11.3,8.0,0.8,29.0,indonesië,ubud
