m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum,country,place
11,19.1,23.2,28.8,14.7,0.0,0.0,0.0,egypte,hurghada
12,14.3,19.6,25.3,14.9,1.0,0.02,2.0,egypte,hurghada
1,8.5,15.4,22.5,5.6,0.0,0.01,0.0,egypte,luxor
2,9.5,17.0,23.8,7.4,0.0,0.01,0.0,egypte,luxor
3,14.0,21.9,29.0,7.2,1.0,0.02,2.0,egypte,luxor
4,19.1,27.4,35.0,7.7,1.0,0.02,0.0,egypte,luxor
5,24.1,32.2,39.5,7.5,0.0,0.01,0.0,egypte,luxor
6,27.0,34.7,41.5,8.1,0.0,0.0,0.0,egypte,luxor
7,27.4,34.6,41.2,8.1,0.0,0.0,0.0,egypte,luxor
8,27.6,34.6,41.1,7.5,0.0,0.0,0.0,egypte,luxor
9,25.5,32.6,39.5,7.3,0.0,0.0,0.0,egypte,luxor
10,21.8,28.5,35.7,5.7,0.0,0.0,0.0,egypte,luxor
11,16.0,22.3,29.4,4.9,0.0,0.0,0.0,egypte,luxor
12,10.5,17.7,24.5,4.5,0.0,0.0,0.0,egypte,luxor
1,12.3,17.2,23.1,15.7,1.0,0.03,0.0,egypte,makadi-bay
2,12.6,17.8,23.2,17.3,1.0,0.02,0.0,egypte,makadi-bay
3,15.3,21.0,26.5,17.2,1.0,0.04,3.0,egypte,makadi-bay
4,19.5,25.5,31.4,16.7,1.0,0.03,2.0,egypte,makadi-bay
5,23.9,29.5,35.2,16.8,1.0,0.03,0.0,egypte,makadi-bay
6,27.6,32.7,37.8,19.2,0.0,0.0,0.0,egypte,makadi-bay
7,28.9,33.9,39.0,18.1,0.0,0.0,0.0,egypte,makadi-bay
8,29.0,33.8,38.5,19.2,0.0,0.0,0.0,egypte,makadi-bay
9,27.1,31.6,36.7,20.2,0.0,0.0,0.0,egypte,makadi-bay
10,23.6,27.9,32.9,16.9,0.0,0.0,0.0,egypte,makadi-bay
11,19.1,23.2,28.8,14.7,0.0,0.0,0.0,egypte,makadi-bay
12,14.3,19.6,25.3,14.9,1.0,0.02,2.0,egypte,makadi-bay
1,10.4,14.9,20.0,7.1,2.0,0.05,0.0,egypte,sharm-el-sheikh
2,10.7,15.5,20.2,9.1,2.0,0.06,0.0,egypte,sharm-el-sheikh
3,13.9,19.0,24.2,10.3,1.0,0.05,0.0,egypte,sharm-el-sheikh
4,18.8,24.8,31.0,10.3,0.0,0.01,0.0,egypte,sharm-el-sheikh
5,22.3,28.9,34.8,11.1,0.0,0.0,0.0,egypte,sharm-el-sheikh
6,25.2,32.3,38.2,11.3,0.0,0.0,0.0,egypte,sharm-el-sheikh
7,26.7,33.3,38.8,10.5,0.0,0.0,0.0,egypte,sharm-el-sheikh
8,26.8,32.9,38.4,10.7,0.0,0.0,0.0,egypte,sharm-el-sheikh
9,25.1,31.0,36.8,9.9,0.0,0.0,0.0,egypte,sharm-el-sheikh
10,20.8,26.5,32.8,8.1,0.0,0.0,0.0,egypte,sharm-el-sheikh
11,16.2,20.5,25.9,7.2,1.0,0.03,0.0,egypte,sharm-el-sheikh
12,11.9,17.0,22.4,6.5,1.0,0.03,0.0,egypte,sharm-el-sheikh
