m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum,country,place
6,2,13.4,17.2,21.5,15.3,4.0,0.43,22.0,nederland,amsterdam
6,3,14.2,18.8,22.5,14.7,3.0,0.3,10.0,nederland,amsterdam
7,1,13.7,17.1,20.3,18.4,5.0,0.5,25.0,nederland,amsterdam
7,2,14.5,18.2,22.2,13.8,4.0,0.41,10.0,nederland,amsterdam
7,3,15.8,19.8,23.8,14.5,5.0,0.42,20.0,nederland,amsterdam
8,1,15.2,19.1,23.2,15.5,4.0,0.43,22.0,nederland,amsterdam
8,2,15.3,20.1,23.9,14.5,5.0,0.47,14.0,nederland,amsterdam
8,3,14.1,18.2,22.4,15.4,5.0,0.46,14.0,nederland,amsterdam
9,1,13.6,17.9,22.0,13.0,5.0,0.5,26.0,nederland,amsterdam
9,2,12.5,15.8,19.8,14.2,4.0,0.41,20.0,nederland,amsterdam
9,3,10.8,14.6,18.1,14.9,7.0,0.66,42.0,nederland,amsterdam
10,1,10.0,12.8,16.3,17.5,6.0,0.58,36.0,nederland,amsterdam
10,2,9.7,12.4,15.8,15.7,6.0,0.63,20.0,nederland,amsterdam
10,3,8.8,11.7,14.4,18.0,7.0,0.62,34.0,nederland,amsterdam
11,1,6.6,9.3,11.6,17.5,6.0,0.63,24.0,nederland,amsterdam
11,2,5.7,8.1,11.0,17.0,6.0,0.64,26.0,nederland,amsterdam
11,3,4.2,5.9,8.3,16.3,7.0,0.67,34.0,nederland,amsterdam
12,1,2.6,4.9,7.5,19.6,8.0,0.8,28.0,nederland,amsterdam
12,2,3.2,5.2,7.9,18.6,6.0,0.59,20.0,nederland,amsterdam
12,3,4.6,6.6,9.6,21.1,8.0,0.77,35.0,nederland,amsterdam
1,1,3.1,5.6,7.2,17.9,7.0,0.71,25.0,nederland,den-bosch
1,2,0.5,3.3,5.7,15.6,5.0,0.54,16.0,nederland,den-bosch
1,3,2.2,4.2,5.9,16.8,7.0,0.6,17.0,nederland,den-bosch
2,1,2.3,5.0,7.9,18.9,7.0,0.68,30.0,nederland,den-bosch
2,2,3.5,6.8,9.2,18.4,5.0,0.54,23.0,nederland,den-bosch
2,3,3.2,7.7,10.8,18.4,6.0,0.65,25.0,nederland,den-bosch
3,1,2.1,5.7,9.5,13.7,5.0,0.49,16.0,nederland,den-bosch
3,2,3.4,7.3,10.8,17.5,7.0,0.7,26.0,nederland,den-bosch
3,3,3.4,7.5,12.2,14.5,5.0,0.42,15.0,nederland,den-bosch
4,1,4.7,8.6,14.2,16.4,5.0,0.5,23.0,nederland,den-bosch
4,2,4.8,9.4,14.4,13.4,3.0,0.33,7.0,nederland,den-bosch
4,3,5.1,10.3,14.5,13.3,4.0,0.43,15.0,nederland,den-bosch
5,1,5.8,10.5,15.7,11.3,5.0,0.52,18.0,nederland,den-bosch
5,2,8.5,13.5,18.8,11.7,5.0,0.5,18.0,nederland,den-bosch
5,3,10.0,14.8,20.1,13.8,5.0,0.49,31.0,nederland,den-bosch
6,1,11.9,16.4,21.4,12.1,4.0,0.44,17.0,nederland,den-bosch
6,2,12.8,17.5,22.6,11.3,4.0,0.42,15.0,nederland,den-bosch
6,3,13.7,18.9,23.9,11.3,4.0,0.36,13.0,nederland,den-bosch
7,1,12.4,17.0,21.4,13.8,6.0,0.6,16.0,nederland,den-bosch
7,2,13.1,18.2,22.6,9.8,4.0,0.44,15.0,nederland,den-bosch
7,3,14.9,19.2,23.2,10.9,5.0,0.44,25.0,nederland,den-bosch
8,1,14.1,18.8,24.2,11.6,5.0,0.47,21.0,nederland,den-bosch
8,2,14.7,19.6,24.2,11.1,5.0,0.54,18.0,nederland,den-bosch
8,3,13.1,18.0,23.4,11.4,7.0,0.64,17.0,nederland,den-bosch
9,1,12.3,17.5,22.5,10.2,4.0,0.41,17.0,nederland,den-bosch
9,2,10.1,15.8,20.5,9.6,4.0,0.41,10.0,nederland,den-bosch
9,3,9.8,14.2,18.4,12.0,6.0,0.58,31.0,nederland,den-bosch
10,1,9.5,12.6,16.5,13.6,6.0,0.61,29.0,nederland,den-bosch
10,2,8.5,12.4,16.0,12.1,6.0,0.56,24.0,nederland,den-bosch
10,3,7.8,11.5,14.7,13.4,7.0,0.64,25.0,nederland,den-bosch
11,1,6.1,9.1,11.7,13.8,6.0,0.57,14.0,nederland,den-bosch
11,2,4.9,7.7,10.5,14.3,6.0,0.61,24.0,nederland,den-bosch
11,3,2.7,5.3,8.5,13.9,6.0,0.6,25.0,nederland,den-bosch
12,1,1.9,4.3,6.4,16.2,7.0,0.72,24.0,nederland,den-bosch
12,2,2.5,4.6,7.5,14.0,5.0,0.53,17.0,nederland,den-bosch
12,3,4.4,6.3,9.4,17.5,8.0,0.73,33.0,nederland,den-bosch
1,1,4.4,6.0,7.5,22.6,8.0,0.77,27.0,nederland,den-haag
1,2,2.7,4.5,5.9,20.9,6.0,0.63,20.0,nederland,den-haag
1,3,3.2,4.6,6.2,21.8,6.0,0.58,18.0,nederland,den-haag
2,1,4.1,5.8,7.3,23.2,6.0,0.63,23.0,nederland,den-haag
2,2,4.7,7.1,9.1,23.1,5.0,0.5,19.0,nederland,den-haag
2,3,5.2,7.4,10.2,21.2,5.0,0.59,19.0,nederland,den-haag
3,1,3.4,6.1,8.7,16.8,5.0,0.48,20.0,nederland,den-haag
3,2,5.3,7.6,10.2,22.2,7.0,0.7,20.0,nederland,den-haag
3,3,5.1,7.9,10.8,18.3,6.0,0.51,14.0,nederland,den-haag
4,1,6.3,9.5,12.8,20.0,5.0,0.49,28.0,nederland,den-haag
4,2,6.8,9.8,13.6,17.9,4.0,0.41,6.0,nederland,den-haag
4,3,7.2,10.3,13.4,17.4,5.0,0.54,18.0,nederland,den-haag
5,1,7.7,11.0,14.5,15.2,4.0,0.43,18.0,nederland,den-haag
5,2,9.5,13.1,16.8,14.9,4.0,0.39,17.0,nederland,den-haag
5,3,11.6,14.4,17.6,17.4,5.0,0.48,29.0,nederland,den-haag
6,1,12.4,15.9,19.4,15.6,4.0,0.39,12.0,nederland,den-haag
6,2,13.9,17.3,21.1,14.9,4.0,0.37,11.0,nederland,den-haag
6,3,14.7,18.7,22.0,15.5,3.0,0.34,10.0,nederland,den-haag
7,1,14.0,17.3,20.1,18.9,5.0,0.49,22.0,nederland,den-haag
7,2,14.8,18.1,21.4,13.0,3.0,0.35,12.0,nederland,den-haag
7,3,16.4,19.9,22.4,15.9,6.0,0.52,29.0,nederland,den-haag
8,1,16.0,19.1,22.2,16.7,4.0,0.44,19.0,nederland,den-haag
8,2,16.4,19.9,22.8,16.0,5.0,0.47,19.0,nederland,den-haag
8,3,15.1,18.5,21.8,16.6,6.0,0.51,11.0,nederland,den-haag
9,1,14.8,17.8,20.9,14.7,5.0,0.48,30.0,nederland,den-haag
9,2,13.5,16.1,19.4,15.4,4.0,0.36,14.0,nederland,den-haag
9,3,12.5,14.9,17.4,17.1,6.0,0.57,51.0,nederland,den-haag
10,1,11.1,13.3,16.0,19.5,6.0,0.57,41.0,nederland,den-haag
10,2,10.5,12.7,15.2,16.5,7.0,0.67,19.0,nederland,den-haag
10,3,9.6,12.0,14.5,19.7,7.0,0.61,35.0,nederland,den-haag
11,1,8.1,9.7,11.6,17.9,6.0,0.62,22.0,nederland,den-haag
11,2,7.0,8.5,10.3,18.5,6.0,0.62,27.0,nederland,den-haag
11,3,4.7,6.4,8.1,17.7,7.0,0.71,29.0,nederland,den-haag
12,1,4.0,5.2,7.0,20.1,8.0,0.77,31.0,nederland,den-haag
12,2,3.5,5.4,7.5,18.9,6.0,0.56,17.0,nederland,den-haag
12,3,5.6,6.7,9.5,22.1,8.0,0.74,34.0,nederland,den-haag
1,1,2.6,5.0,6.8,18.4,9.0,0.86,26.0,nederland,drenthe
1,2,1.6,3.5,5.3,15.9,5.0,0.54,20.0,nederland,drenthe
1,3,1.9,3.6,5.5,16.5,7.0,0.66,26.0,nederland,drenthe
2,1,1.8,4.3,6.8,18.7,6.0,0.61,29.0,nederland,drenthe
2,2,3.2,5.7,8.1,19.4,6.0,0.63,26.0,nederland,drenthe
2,3,4.8,7.4,10.6,16.8,5.0,0.57,18.0,nederland,drenthe
3,1,1.7,5.4,8.6,13.3,4.0,0.4,22.0,nederland,drenthe
3,2,3.0,6.8,10.5,19.9,6.0,0.61,21.0,nederland,drenthe
3,3,3.0,7.2,11.6,15.8,6.0,0.54,15.0,nederland,drenthe
4,1,3.6,7.9,12.4,15.4,5.0,0.51,19.0,nederland,drenthe
4,2,3.8,8.7,14.4,15.1,3.0,0.33,8.0,nederland,drenthe
4,3,5.1,9.7,14.1,14.5,5.0,0.5,19.0,nederland,drenthe
5,1,5.9,10.3,15.0,12.6,5.0,0.5,17.0,nederland,drenthe
5,2,8.0,14.2,18.9,12.8,4.0,0.39,16.0,nederland,drenthe
5,3,9.4,14.0,19.1,14.8,6.0,0.51,31.0,nederland,drenthe
6,1,11.1,15.7,20.3,13.4,4.0,0.44,20.0,nederland,drenthe
6,2,12.5,17.3,22.1,12.6,5.0,0.54,19.0,nederland,drenthe
6,3,13.2,18.3,23.0,12.2,3.0,0.34,13.0,nederland,drenthe
7,1,12.0,16.6,20.6,13.2,7.0,0.65,20.0,nederland,drenthe
7,2,12.9,17.7,22.7,10.4,5.0,0.52,15.0,nederland,drenthe
7,3,13.9,19.0,25.2,11.4,6.0,0.51,29.0,nederland,drenthe
8,1,12.8,18.6,23.9,9.8,5.0,0.49,22.0,nederland,drenthe
8,2,14.3,19.5,24.5,11.0,6.0,0.58,16.0,nederland,drenthe
8,3,12.2,17.4,23.1,11.7,6.0,0.56,21.0,nederland,drenthe
9,1,11.7,16.7,22.2,10.0,4.0,0.4,17.0,nederland,drenthe
9,2,10.2,14.6,19.4,11.6,4.0,0.43,16.0,nederland,drenthe
9,3,9.3,13.5,17.4,12.0,6.0,0.61,36.0,nederland,drenthe
10,1,8.8,11.6,15.8,14.3,6.0,0.6,23.0,nederland,drenthe
10,2,8.3,11.3,14.7,12.6,5.0,0.54,24.0,nederland,drenthe
10,3,8.3,11.4,14.0,14.2,8.0,0.72,27.0,nederland,drenthe
11,1,5.2,8.3,11.1,14.3,6.0,0.63,14.0,nederland,drenthe
11,2,4.8,7.1,9.6,13.9,6.0,0.63,24.0,nederland,drenthe
11,3,2.7,4.9,7.1,14.1,6.0,0.63,19.0,nederland,drenthe
12,1,2.3,4.0,5.8,16.4,7.0,0.7,26.0,nederland,drenthe
12,2,2.5,4.2,6.1,15.0,6.0,0.64,20.0,nederland,drenthe
12,3,3.5,5.9,8.2,15.9,8.0,0.73,39.0,nederland,drenthe
1,1,2.6,5.0,6.8,16.3,8.0,0.77,40.0,nederland,ede
1,2,0.8,3.0,4.6,14.0,4.0,0.43,4.0,nederland,ede
1,3,1.5,3.9,5.6,15.6,6.0,0.55,17.0,nederland,ede
2,1,1.9,4.5,7.5,16.2,5.0,0.47,14.0,nederland,ede
2,2,3.1,6.2,8.8,16.4,6.0,0.64,12.0,nederland,ede
2,3,3.4,7.6,11.1,17.1,7.0,0.74,20.0,nederland,ede
3,1,1.2,5.3,9.6,13.5,3.0,0.33,1.0,nederland,ede
3,2,2.4,7.1,10.8,15.4,8.0,0.77,15.0,nederland,ede
3,3,2.5,7.5,11.9,13.5,10.0,0.86,40.0,nederland,ede
4,1,3.9,8.3,13.9,14.9,7.0,0.65,31.0,nederland,ede
4,2,3.7,9.4,14.6,13.6,7.0,0.7,38.0,nederland,ede
4,3,5.1,10.2,14.6,14.1,9.0,0.85,30.0,nederland,ede
5,1,5.3,10.6,15.6,11.5,8.0,0.75,38.0,nederland,ede
5,2,7.5,13.2,18.8,10.9,6.0,0.55,25.0,nederland,ede
5,3,9.9,14.7,20.2,12.7,8.0,0.71,34.0,nederland,ede
6,1,11.5,16.3,21.8,12.3,5.0,0.5,5.0,nederland,ede
6,2,12.0,18.0,22.6,11.0,4.0,0.37,0.0,nederland,ede
6,3,13.6,19.1,24.2,11.9,4.0,0.4,10.0,nederland,ede
7,1,12.1,16.9,21.7,12.5,8.0,0.77,16.0,nederland,ede
7,2,12.6,18.1,23.2,10.3,5.0,0.53,20.0,nederland,ede
7,3,14.8,19.6,25.9,10.6,7.0,0.67,15.0,nederland,ede
8,1,13.8,19.2,24.5,10.5,5.0,0.53,15.0,nederland,ede
8,2,14.8,20.2,24.8,10.6,5.0,0.53,7.0,nederland,ede
8,3,13.1,18.2,24.0,11.9,5.0,0.47,7.0,nederland,ede
9,1,12.7,17.5,22.4,10.1,4.0,0.4,6.0,nederland,ede
9,2,10.6,15.3,20.4,10.9,5.0,0.53,9.0,nederland,ede
9,3,9.1,13.8,17.6,11.5,5.0,0.53,15.0,nederland,ede
10,1,9.1,12.1,16.3,14.0,5.0,0.5,15.0,nederland,ede
10,2,8.0,11.8,15.5,11.6,7.0,0.7,12.0,nederland,ede
10,3,7.5,11.5,14.6,14.0,8.0,0.7,17.0,nederland,ede
11,1,5.6,8.8,11.6,13.5,5.0,0.53,5.0,nederland,ede
11,2,5.1,7.4,10.0,13.7,6.0,0.63,29.0,nederland,ede
11,3,2.5,4.9,7.6,12.5,8.0,0.83,23.0,nederland,ede
12,1,1.7,3.7,5.5,15.1,6.0,0.62,12.0,nederland,ede
12,2,3.1,4.4,6.5,14.1,5.0,0.48,23.0,nederland,ede
12,3,3.8,5.9,8.6,15.1,8.0,0.76,34.0,nederland,ede
1,1,2.3,5.0,6.7,18.6,8.0,0.8,25.0,nederland,groningen
1,2,1.8,3.7,5.4,16.8,6.0,0.57,18.0,nederland,groningen
1,3,1.5,3.8,5.6,16.2,7.0,0.66,21.0,nederland,groningen
2,1,0.9,4.0,6.8,19.8,5.0,0.54,17.0,nederland,groningen
2,2,2.6,5.7,8.2,17.7,6.0,0.64,25.0,nederland,groningen
2,3,3.7,7.5,10.7,16.9,4.0,0.49,17.0,nederland,groningen
3,1,1.0,5.2,8.7,12.9,4.0,0.4,15.0,nederland,groningen
3,2,2.5,6.7,10.0,19.0,5.0,0.53,20.0,nederland,groningen
3,3,2.8,6.7,12.0,14.8,5.0,0.49,20.0,nederland,groningen
4,1,3.1,7.9,12.6,16.4,5.0,0.47,11.0,nederland,groningen
4,2,3.4,8.6,14.1,14.5,3.0,0.26,8.0,nederland,groningen
4,3,4.8,9.5,13.8,14.8,5.0,0.47,18.0,nederland,groningen
5,1,5.0,10.0,15.4,12.4,4.0,0.44,16.0,nederland,groningen
5,2,7.5,13.9,19.0,12.3,3.0,0.32,5.0,nederland,groningen
5,3,9.6,14.0,18.6,14.8,5.0,0.44,22.0,nederland,groningen
6,1,10.8,15.1,20.5,13.0,4.0,0.36,20.0,nederland,groningen
6,2,11.6,17.1,22.3,12.8,5.0,0.46,18.0,nederland,groningen
6,3,12.7,17.6,23.0,12.5,3.0,0.34,11.0,nederland,groningen
7,1,12.0,16.2,21.0,14.2,6.0,0.56,22.0,nederland,groningen
7,2,13.0,17.6,22.3,11.2,4.0,0.36,27.0,nederland,groningen
7,3,13.3,19.0,25.3,12.4,5.0,0.45,18.0,nederland,groningen
8,1,12.2,18.6,23.9,11.1,4.0,0.41,18.0,nederland,groningen
8,2,13.8,19.5,24.5,11.9,5.0,0.49,17.0,nederland,groningen
8,3,12.4,17.3,23.4,12.1,4.0,0.39,19.0,nederland,groningen
9,1,11.3,16.9,22.7,10.3,4.0,0.36,14.0,nederland,groningen
9,2,9.6,14.6,19.8,12.5,4.0,0.42,13.0,nederland,groningen
9,3,8.5,13.6,17.8,12.2,6.0,0.6,41.0,nederland,groningen
10,1,7.8,11.8,16.3,15.1,7.0,0.66,22.0,nederland,groningen
10,2,7.9,11.3,14.9,12.9,6.0,0.56,23.0,nederland,groningen
10,3,7.9,11.4,14.5,14.5,7.0,0.66,24.0,nederland,groningen
11,1,5.4,8.3,11.5,14.5,6.0,0.57,16.0,nederland,groningen
11,2,4.1,7.2,9.6,14.3,6.0,0.61,25.0,nederland,groningen
11,3,2.6,5.0,7.6,14.4,7.0,0.66,22.0,nederland,groningen
12,1,2.1,4.4,6.4,16.1,7.0,0.7,25.0,nederland,groningen
12,2,2.3,4.6,6.6,15.4,6.0,0.59,22.0,nederland,groningen
12,3,3.0,5.7,8.0,15.9,8.0,0.77,31.0,nederland,groningen
1,1,2.8,5.0,6.7,17.4,7.0,0.71,28.0,nederland,maastricht
1,2,0.7,2.3,3.9,14.9,5.0,0.51,21.0,nederland,maastricht
1,3,1.3,4.0,6.2,16.1,6.0,0.57,21.0,nederland,maastricht
2,1,1.8,4.9,8.0,17.7,6.0,0.61,32.0,nederland,maastricht
2,2,3.8,7.2,10.8,16.7,5.0,0.49,12.0,nederland,maastricht
2,3,4.3,8.1,11.7,16.5,5.0,0.57,14.0,nederland,maastricht
3,1,2.0,6.3,10.4,13.7,5.0,0.47,23.0,nederland,maastricht
3,2,3.7,7.9,11.6,15.5,6.0,0.58,31.0,nederland,maastricht
3,3,4.1,8.3,12.6,14.2,5.0,0.43,11.0,nederland,maastricht
4,1,4.5,10.3,14.4,15.2,5.0,0.49,15.0,nederland,maastricht
4,2,4.8,10.1,15.3,13.4,3.0,0.35,5.0,nederland,maastricht
4,3,5.2,11.4,16.5,14.4,4.0,0.39,14.0,nederland,maastricht
5,1,6.1,11.1,16.6,12.1,4.0,0.4,14.0,nederland,maastricht
5,2,8.0,13.7,19.7,12.2,4.0,0.41,16.0,nederland,maastricht
5,3,9.8,15.1,21.4,12.8,5.0,0.43,24.0,nederland,maastricht
6,1,11.6,17.3,22.7,11.8,4.0,0.4,22.0,nederland,maastricht
6,2,13.3,19.2,24.4,11.7,4.0,0.37,12.0,nederland,maastricht
6,3,13.7,19.8,24.7,11.7,3.0,0.32,26.0,nederland,maastricht
7,1,12.5,18.1,23.4,12.9,4.0,0.36,9.0,nederland,maastricht
7,2,13.3,18.9,23.9,10.8,3.0,0.31,14.0,nederland,maastricht
7,3,14.7,20.8,25.7,11.2,5.0,0.42,25.0,nederland,maastricht
8,1,14.5,20.3,25.6,11.6,5.0,0.47,30.0,nederland,maastricht
8,2,14.9,19.9,25.3,10.9,5.0,0.5,22.0,nederland,maastricht
8,3,13.2,18.9,24.2,12.3,5.0,0.46,14.0,nederland,maastricht
9,1,12.4,18.1,23.5,10.4,4.0,0.37,11.0,nederland,maastricht
9,2,11.3,16.3,21.7,11.0,3.0,0.31,10.0,nederland,maastricht
9,3,9.4,13.9,18.4,12.9,6.0,0.57,28.0,nederland,maastricht
10,1,8.9,12.7,17.1,14.2,5.0,0.54,17.0,nederland,maastricht
10,2,9.1,12.9,16.6,12.3,5.0,0.54,17.0,nederland,maastricht
10,3,8.1,12.1,14.9,15.6,6.0,0.53,16.0,nederland,maastricht
11,1,5.7,8.6,12.3,14.3,5.0,0.51,11.0,nederland,maastricht
11,2,4.8,7.9,10.6,13.6,6.0,0.57,22.0,nederland,maastricht
11,3,2.4,5.6,8.2,13.5,6.0,0.59,14.0,nederland,maastricht
12,1,2.0,4.4,6.7,16.1,7.0,0.7,22.0,nederland,maastricht
12,2,2.3,4.8,7.0,14.0,6.0,0.6,20.0,nederland,maastricht
12,3,4.3,6.4,9.0,17.6,8.0,0.71,34.0,nederland,maastricht
1,1,3.9,6.2,7.9,18.9,8.0,0.77,27.0,nederland,rotterdam
1,2,1.4,3.9,6.1,16.2,6.0,0.63,20.0,nederland,rotterdam
1,3,2.7,4.7,6.4,18.4,6.0,0.58,18.0,nederland,rotterdam
2,1,3.0,5.7,7.9,19.8,6.0,0.63,23.0,nederland,rotterdam
2,2,4.0,7.0,9.6,19.7,5.0,0.5,19.0,nederland,rotterdam
2,3,4.7,8.0,11.4,17.9,5.0,0.59,19.0,nederland,rotterdam
3,1,2.8,6.2,9.6,14.4,5.0,0.48,20.0,nederland,rotterdam
3,2,4.6,8.0,11.0,18.7,7.0,0.7,20.0,nederland,rotterdam
3,3,4.0,8.1,11.9,15.7,6.0,0.51,14.0,nederland,rotterdam
4,1,5.6,9.3,13.2,17.7,5.0,0.49,28.0,nederland,rotterdam
4,2,5.6,9.9,14.3,14.8,4.0,0.41,6.0,nederland,rotterdam
4,3,6.1,10.2,14.1,14.4,5.0,0.54,18.0,nederland,rotterdam
5,1,6.8,11.1,15.7,12.1,4.0,0.43,18.0,nederland,rotterdam
5,2,8.4,13.3,17.9,12.5,4.0,0.39,17.0,nederland,rotterdam
5,3,10.7,14.5,19.4,14.4,5.0,0.48,29.0,nederland,rotterdam
6,1,11.8,15.9,20.5,13.0,4.0,0.39,12.0,nederland,rotterdam
6,2,13.3,17.3,21.8,13.1,4.0,0.37,11.0,nederland,rotterdam
6,3,14.5,18.8,23.4,12.5,3.0,0.34,10.0,nederland,rotterdam
7,1,13.5,17.0,20.8,15.1,5.0,0.49,22.0,nederland,rotterdam
7,2,14.5,18.4,22.2,11.6,3.0,0.35,12.0,nederland,rotterdam
7,3,15.5,19.6,22.8,13.1,6.0,0.52,29.0,nederland,rotterdam
8,1,15.4,19.2,23.6,13.5,4.0,0.44,19.0,nederland,rotterdam
8,2,15.6,19.9,23.4,12.6,5.0,0.47,19.0,nederland,rotterdam
8,3,13.8,18.3,22.3,12.8,6.0,0.51,11.0,nederland,rotterdam
9,1,13.5,17.7,22.0,11.5,5.0,0.48,30.0,nederland,rotterdam
9,2,11.7,15.9,20.1,12.0,4.0,0.36,14.0,nederland,rotterdam
9,3,11.0,14.6,18.1,13.9,6.0,0.57,51.0,nederland,rotterdam
10,1,9.9,13.0,16.5,15.5,6.0,0.57,41.0,nederland,rotterdam
10,2,9.5,12.6,16.0,13.6,7.0,0.67,19.0,nederland,rotterdam
10,3,9.0,11.8,14.2,16.9,7.0,0.61,35.0,nederland,rotterdam
11,1,6.8,9.5,11.9,15.3,6.0,0.62,22.0,nederland,rotterdam
11,2,5.9,8.4,10.8,15.8,6.0,0.62,27.0,nederland,rotterdam
11,3,3.9,6.0,8.7,15.5,7.0,0.71,29.0,nederland,rotterdam
12,1,2.8,4.8,7.5,17.3,8.0,0.77,31.0,nederland,rotterdam
12,2,3.5,5.4,7.9,15.3,6.0,0.56,17.0,nederland,rotterdam
12,3,5.1,6.8,9.8,19.5,8.0,0.74,34.0,nederland,rotterdam
1,1,3.9,5.4,6.8,28.7,7.0,0.68,19.0,nederland,schiermonnikoog
1,2,2.7,4.4,6.0,24.1,5.0,0.48,8.0,nederland,schiermonnikoog
1,3,2.5,4.0,5.5,22.5,5.0,0.49,8.0,nederland,schiermonnikoog
2,1,3.2,4.6,6.4,27.2,4.0,0.36,8.0,nederland,schiermonnikoog
2,2,3.7,5.5,7.4,26.7,5.0,0.46,12.0,nederland,schiermonnikoog
2,3,4.9,6.8,10.0,25.2,4.0,0.42,13.0,nederland,schiermonnikoog
3,1,3.2,5.7,8.2,20.4,2.0,0.24,5.0,nederland,schiermonnikoog
3,2,4.8,6.9,9.1,29.2,5.0,0.47,5.0,nederland,schiermonnikoog
3,3,5.1,7.3,9.9,22.3,5.0,0.43,7.0,nederland,schiermonnikoog
4,1,5.4,8.1,10.8,27.0,6.0,0.55,9.0,nederland,schiermonnikoog
4,2,6.4,9.4,12.1,24.1,3.0,0.28,0.0,nederland,schiermonnikoog
4,3,8.1,9.9,12.5,24.9,3.0,0.28,2.0,nederland,schiermonnikoog
5,1,7.9,10.5,13.6,19.5,4.0,0.38,7.0,nederland,schiermonnikoog
5,2,11.0,13.9,17.0,21.8,3.0,0.25,2.0,nederland,schiermonnikoog
