m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum,country,place
1,3,5.5,9.8,13.8,12.9,4.0,0.4,11.0,portugal,castelo-branco
2,1,5.5,9.3,15.0,12.1,4.0,0.36,18.0,portugal,castelo-branco
2,2,6.2,10.8,16.2,10.3,3.0,0.33,6.0,portugal,castelo-branco
2,3,5.4,10.8,14.5,10.6,5.0,0.5,5.0,portugal,castelo-branco
3,1,5.8,9.8,13.6,12.1,7.0,0.65,40.0,portugal,castelo-branco
3,2,7.4,12.1,17.5,11.5,4.0,0.37,11.0,portugal,castelo-branco
3,3,7.5,12.3,19.0,12.4,4.0,0.4,28.0,portugal,castelo-branco
4,1,7.8,12.5,20.4,11.8,5.0,0.51,22.0,portugal,castelo-branco
4,2,9.6,15.3,21.7,10.6,4.0,0.37,14.0,portugal,castelo-branco
4,3,9.4,14.9,19.7,11.5,6.0,0.58,26.0,portugal,castelo-branco
5,1,11.0,17.6,27.4,11.7,2.0,0.24,5.0,portugal,castelo-branco
5,2,14.4,21.1,32.0,13.4,3.0,0.31,2.0,portugal,castelo-branco
5,3,12.7,19.7,26.3,12.4,2.0,0.21,2.0,portugal,castelo-branco
6,1,13.4,20.2,27.8,10.7,4.0,0.41,9.0,portugal,castelo-branco
6,2,14.2,20.7,29.3,10.6,4.0,0.43,6.0,portugal,castelo-branco
6,3,15.6,22.4,29.5,12.1,3.0,0.28,1.0,portugal,castelo-branco
7,1,15.8,24.5,34.9,11.2,0.0,0.04,0.0,portugal,castelo-branco
7,2,18.6,25.9,34.0,12.0,0.0,0.0,0.0,portugal,castelo-branco
7,3,17.7,24.9,35.1,11.6,0.0,0.04,0.0,portugal,castelo-branco
8,1,17.8,24.5,30.6,11.4,0.0,0.04,0.0,portugal,castelo-branco
8,2,17.2,24.4,32.2,11.1,2.0,0.21,30.0,portugal,castelo-branco
8,3,18.5,25.4,34.1,10.4,1.0,0.05,0.0,portugal,castelo-branco
9,1,16.4,23.2,28.3,10.8,3.0,0.26,0.0,portugal,castelo-branco
9,2,16.4,21.8,27.4,10.5,4.0,0.37,23.0,portugal,castelo-branco
9,3,13.2,19.5,25.1,10.6,3.0,0.28,4.0,portugal,castelo-branco
10,1,14.3,19.5,28.1,8.7,2.0,0.2,0.0,portugal,castelo-branco
10,2,13.2,16.5,23.6,9.9,6.0,0.62,50.0,portugal,castelo-branco
10,3,11.2,14.5,20.0,12.6,7.0,0.64,36.0,portugal,castelo-branco
11,1,9.2,12.1,16.7,11.3,6.0,0.55,30.0,portugal,castelo-branco
11,2,8.8,12.4,17.6,12.0,4.0,0.42,15.0,portugal,castelo-branco
11,3,6.8,10.3,15.1,10.1,6.0,0.56,28.0,portugal,castelo-branco
12,1,6.3,9.9,13.9,11.3,6.0,0.59,13.0,portugal,castelo-branco
12,2,7.1,10.1,13.8,11.8,5.0,0.51,51.0,portugal,castelo-branco
12,3,6.3,9.3,13.7,9.6,5.0,0.45,17.0,portugal,castelo-branco
1,1,6.9,10.1,13.8,8.3,6.0,0.61,17.0,portugal,coimbra
1,2,7.0,10.1,13.8,10.6,6.0,0.63,35.0,portugal,coimbra
1,3,8.3,11.4,14.6,10.5,6.0,0.55,30.0,portugal,coimbra
2,1,8.6,11.9,15.8,8.9,4.0,0.38,26.0,portugal,coimbra
2,2,9.5,12.8,17.0,8.4,4.0,0.45,9.0,portugal,coimbra
2,3,8.7,11.9,16.0,8.7,6.0,0.67,17.0,portugal,coimbra
3,1,8.6,11.4,14.6,10.1,7.0,0.72,54.0,portugal,coimbra
3,2,9.1,12.3,17.8,8.6,5.0,0.47,8.0,portugal,coimbra
3,3,10.1,13.7,19.2,8.8,6.0,0.5,19.0,portugal,coimbra
4,1,9.4,13.6,19.8,9.1,6.0,0.58,29.0,portugal,coimbra
4,2,11.2,14.9,19.6,8.1,4.0,0.42,9.0,portugal,coimbra
4,3,10.6,14.6,18.9,9.1,6.0,0.59,10.0,portugal,coimbra
5,1,11.6,16.3,21.9,9.3,5.0,0.48,9.0,portugal,coimbra
5,2,12.2,16.5,21.4,9.6,5.0,0.49,10.0,portugal,coimbra
5,3,13.3,18.0,24.8,9.0,7.0,0.6,10.0,portugal,coimbra
6,1,13.8,17.4,23.2,9.6,7.0,0.66,34.0,portugal,coimbra
6,2,14.0,18.4,23.3,8.6,6.0,0.59,10.0,portugal,coimbra
6,3,14.7,18.8,24.2,9.1,4.0,0.37,4.0,portugal,coimbra
7,1,15.3,19.9,25.8,8.5,3.0,0.31,1.0,portugal,coimbra
7,2,15.9,21.3,28.1,8.9,2.0,0.2,1.0,portugal,coimbra
7,3,16.0,20.5,26.4,9.0,2.0,0.19,1.0,portugal,coimbra
8,1,16.5,20.7,27.0,8.9,2.0,0.17,0.0,portugal,coimbra
8,2,16.0,20.5,27.1,9.0,2.0,0.24,0.0,portugal,coimbra
8,3,15.4,20.3,28.2,8.0,1.0,0.11,0.0,portugal,coimbra
9,1,16.4,21.5,27.9,8.1,5.0,0.5,16.0,portugal,coimbra
9,2,16.3,20.3,26.6,8.7,5.0,0.48,6.0,portugal,coimbra
9,3,14.2,18.4,24.0,7.6,4.0,0.4,6.0,portugal,coimbra
10,1,14.2,18.4,24.3,7.9,5.0,0.47,5.0,portugal,coimbra
10,2,14.6,17.5,21.0,9.6,6.0,0.63,51.0,portugal,coimbra
10,3,13.3,15.8,19.9,9.6,9.0,0.79,57.0,portugal,coimbra
11,1,11.3,13.4,16.7,9.4,8.0,0.8,46.0,portugal,coimbra
11,2,11.2,14.3,17.8,8.9,6.0,0.61,24.0,portugal,coimbra
11,3,10.0,12.4,15.0,9.4,6.0,0.61,40.0,portugal,coimbra
12,1,8.6,11.2,14.3,8.1,6.0,0.56,23.0,portugal,coimbra
12,2,9.9,12.1,14.7,10.3,7.0,0.67,63.0,portugal,coimbra
12,3,9.0,11.4,15.1,10.4,6.0,0.53,14.0,portugal,coimbra
1,1,6.9,11.2,15.0,8.7,4.0,0.45,10.0,portugal,ericeira
1,2,6.6,10.9,14.8,12.4,4.0,0.38,20.0,portugal,ericeira
1,3,8.5,12.1,15.1,13.3,4.0,0.33,9.0,portugal,ericeira
2,1,7.5,11.5,16.1,9.5,4.0,0.4,15.0,portugal,ericeira
2,2,8.5,12.3,16.6,10.6,5.0,0.48,14.0,portugal,ericeira
2,3,8.2,12.2,16.9,11.9,6.0,0.64,9.0,portugal,ericeira
3,1,8.5,12.0,15.2,15.2,7.0,0.68,36.0,portugal,ericeira
3,2,9.4,13.0,17.0,12.0,5.0,0.45,5.0,portugal,ericeira
3,3,9.5,13.5,17.5,12.1,5.0,0.45,5.0,portugal,ericeira
4,1,9.7,13.7,17.1,14.1,5.0,0.45,3.0,portugal,ericeira
4,2,11.2,14.7,18.1,12.4,3.0,0.3,2.0,portugal,ericeira
4,3,11.1,14.7,18.6,14.4,5.0,0.48,12.0,portugal,ericeira
5,1,12.4,16.6,20.8,14.4,3.0,0.25,1.0,portugal,ericeira
5,2,13.2,16.5,21.0,15.0,2.0,0.2,1.0,portugal,ericeira
5,3,14.4,18.2,22.2,14.4,4.0,0.34,2.0,portugal,ericeira
6,1,14.8,17.6,20.8,14.8,5.0,0.48,8.0,portugal,ericeira
6,2,15.3,18.2,22.1,15.5,4.0,0.43,4.0,portugal,ericeira
6,3,15.7,18.7,22.5,16.0,3.0,0.3,1.0,portugal,ericeira
7,1,16.1,19.4,23.5,15.3,2.0,0.15,0.0,portugal,ericeira
7,2,16.4,20.3,25.0,15.6,1.0,0.05,0.0,portugal,ericeira
7,3,16.5,19.7,24.1,19.1,1.0,0.05,0.0,portugal,ericeira
8,1,17.0,20.2,24.2,17.0,1.0,0.08,0.0,portugal,ericeira
8,2,16.6,20.0,24.9,17.4,1.0,0.05,0.0,portugal,ericeira
8,3,16.0,20.0,24.7,15.8,0.0,0.03,0.0,portugal,ericeira
9,1,16.0,20.0,26.0,14.0,5.0,0.45,3.0,portugal,ericeira
9,2,16.5,20.0,25.5,12.3,6.0,0.55,18.0,portugal,ericeira
9,3,14.6,18.8,23.8,13.9,3.0,0.25,1.0,portugal,ericeira
10,1,14.1,18.5,24.3,11.9,3.0,0.25,0.0,portugal,ericeira
10,2,14.1,17.7,21.4,13.3,5.0,0.53,14.0,portugal,ericeira
10,3,12.6,16.5,19.9,13.1,8.0,0.75,30.0,portugal,ericeira
11,1,11.3,14.6,18.1,12.1,6.0,0.55,9.0,portugal,ericeira
11,2,11.1,14.2,18.4,9.7,4.0,0.35,5.0,portugal,ericeira
11,3,9.9,13.4,16.6,12.5,5.0,0.53,11.0,portugal,ericeira
12,1,8.2,12.3,15.7,11.4,6.0,0.63,15.0,portugal,ericeira
12,2,10.2,13.4,15.8,14.7,5.0,0.49,15.0,portugal,ericeira
12,3,8.6,12.0,15.9,10.5,6.0,0.52,17.0,portugal,ericeira
1,1,8.0,11.9,15.2,12.0,3.0,0.32,9.0,portugal,estoril
1,2,8.1,11.8,14.6,16.1,4.0,0.41,37.0,portugal,estoril
1,3,10.3,12.7,15.2,18.2,4.0,0.36,24.0,portugal,estoril
2,1,9.6,12.6,16.5,14.6,3.0,0.34,23.0,portugal,estoril
2,2,9.9,13.1,16.9,13.3,4.0,0.41,14.0,portugal,estoril
2,3,10.0,13.3,17.4,16.1,4.0,0.42,9.0,portugal,estoril
3,1,10.0,12.9,15.6,18.5,6.0,0.6,36.0,portugal,estoril
3,2,10.7,13.9,17.6,16.3,4.0,0.41,4.0,portugal,estoril
3,3,10.8,14.1,18.0,14.1,4.0,0.38,8.0,portugal,estoril
4,1,11.1,14.0,17.1,16.4,6.0,0.56,26.0,portugal,estoril
4,2,12.5,15.6,19.5,16.3,4.0,0.41,13.0,portugal,estoril
4,3,11.9,15.6,19.3,16.8,5.0,0.45,18.0,portugal,estoril
5,1,13.7,17.3,21.9,17.2,3.0,0.26,4.0,portugal,estoril
5,2,14.0,17.7,22.5,19.6,2.0,0.15,0.0,portugal,estoril
5,3,15.0,18.3,23.5,18.8,2.0,0.2,1.0,portugal,estoril
6,1,15.6,18.4,22.5,19.6,3.0,0.32,6.0,portugal,estoril
6,2,16.0,18.7,22.4,17.2,3.0,0.34,3.0,portugal,estoril
6,3,16.3,19.5,23.6,21.2,2.0,0.23,3.0,portugal,estoril
7,1,16.6,20.5,24.6,21.5,1.0,0.13,0.0,portugal,estoril
7,2,17.2,21.2,26.6,19.9,0.0,0.03,0.0,portugal,estoril
7,3,17.0,20.4,25.0,23.8,1.0,0.05,0.0,portugal,estoril
8,1,17.5,20.8,25.5,21.2,1.0,0.1,0.0,portugal,estoril
8,2,17.4,20.7,25.8,22.8,0.0,0.02,0.0,portugal,estoril
8,3,16.4,20.3,25.6,19.9,0.0,0.02,0.0,portugal,estoril
9,1,16.5,20.2,26.4,14.2,3.0,0.25,2.0,portugal,estoril
9,2,17.0,20.8,25.8,14.8,3.0,0.28,24.0,portugal,estoril
9,3,15.9,20.0,24.3,16.3,2.0,0.18,4.0,portugal,estoril
10,1,15.6,19.5,24.9,14.4,2.0,0.17,1.0,portugal,estoril
10,2,15.4,18.2,21.1,15.1,5.0,0.5,20.0,portugal,estoril
10,3,13.7,17.1,20.3,14.4,6.0,0.58,35.0,portugal,estoril
11,1,12.7,15.3,18.4,15.0,6.0,0.63,17.0,portugal,estoril
11,2,12.3,15.3,18.3,14.5,5.0,0.46,13.0,portugal,estoril
11,3,11.2,14.5,16.9,14.2,6.0,0.59,29.0,portugal,estoril
12,1,9.5,12.6,16.2,14.7,5.0,0.46,19.0,portugal,estoril
12,2,10.9,13.7,16.0,16.7,6.0,0.56,47.0,portugal,estoril
12,3,10.0,13.0,16.5,11.8,4.0,0.38,18.0,portugal,estoril
1,1,8.8,12.7,16.5,11.3,3.0,0.27,5.0,portugal,faro
1,2,8.8,13.1,16.5,14.1,2.0,0.18,4.0,portugal,faro
1,3,10.5,14.0,17.0,16.0,3.0,0.29,6.0,portugal,faro
2,1,9.8,13.6,17.2,13.0,3.0,0.25,8.0,portugal,faro
2,2,11.1,14.6,18.2,13.6,2.0,0.24,9.0,portugal,faro
2,3,10.8,14.5,18.2,14.2,2.0,0.22,2.0,portugal,faro
3,1,10.6,14.1,17.9,15.4,4.0,0.45,17.0,portugal,faro
3,2,11.7,15.4,19.1,13.0,3.0,0.28,14.0,portugal,faro
3,3,12.3,15.4,18.9,16.5,3.0,0.25,14.0,portugal,faro
4,1,12.4,15.8,19.4,14.8,3.0,0.34,6.0,portugal,faro
4,2,14.1,17.4,21.4,14.6,2.0,0.21,4.0,portugal,faro
4,3,13.5,17.1,20.5,16.6,3.0,0.28,9.0,portugal,faro
5,1,15.1,19.0,23.0,14.0,1.0,0.1,1.0,portugal,faro
5,2,16.1,19.9,24.9,15.3,1.0,0.12,0.0,portugal,faro
5,3,16.5,20.8,25.0,14.8,1.0,0.11,0.0,portugal,faro
6,1,17.4,20.8,24.3,15.3,2.0,0.17,2.0,portugal,faro
6,2,17.5,20.6,24.9,16.8,1.0,0.11,0.0,portugal,faro
6,3,18.6,22.5,26.6,14.3,0.0,0.03,0.0,portugal,faro
7,1,19.2,23.1,27.2,14.4,0.0,0.0,0.0,portugal,faro
7,2,20.8,24.5,28.6,14.4,0.0,0.0,0.0,portugal,faro
7,3,20.8,24.6,29.5,14.4,0.0,0.03,0.0,portugal,faro
8,1,20.7,25.3,30.4,12.8,0.0,0.02,0.0,portugal,faro
